path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy,gate
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.5223021507263184,0.5223021507263184,4,1,1.3253403902053833,0.007311580702662468
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.28389108180999756,0.28389108180999756,0,1,1.6329282522201538,0.006730896420776844
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.17156289517879486,0.37446922063827515,2,0,1.5588678121566772,0.0009390098857693374
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.19043532013893127,0.30993643403053284,2,0,1.6586077213287354,0.005161370616406202
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.5985637903213501,0.5985637903213501,2,1,1.1487805843353271,0.0006914673722349107
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.6404858827590942,0.6404858827590942,2,1,1.029578447341919,0.000668514403514564
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.12424411624670029,0.7627823352813721,2,0,0.8576964735984802,0.0011297264136373997
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.6925338506698608,0.6925338506698608,1,1,1.0674879550933838,0.005713154096156359
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.04426882416009903,0.3836659789085388,1,0,1.4577240943908691,0.0006326732691377401
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.27391916513442993,0.33084598183631897,2,0,1.6154520511627197,0.0006333028431981802
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.2779332995414734,0.2779332995414734,5,1,1.6948843002319336,0.004001349676400423
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.9342460036277771,0.9342460036277771,4,1,0.2940170168876648,0.0031787282787263393
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.13773739337921143,0.5052922964096069,2,0,1.4300615787506104,0.000767601712141186
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.15,0.04642367735505104,0.5278500318527222,2,0,1.414387583732605,0.0006513051921501756
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.15,0.2040509134531021,0.258048415184021,2,0,1.6572349071502686,0.021793879568576813
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.15,0.42279595136642456,0.42279595136642456,2,1,1.3891890048980713,0.012554812245070934
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.15,0.24226725101470947,0.24226725101470947,3,1,1.7246845960617065,0.012688170187175274
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.15,0.2890014350414276,0.48307159543037415,2,0,1.2880215644836426,0.0027024815790355206
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.15,0.3486146926879883,0.4837912321090698,2,0,1.170806884765625,0.0012835365487262607
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.15,0.6623185873031616,0.6623185873031616,0,1,0.8934013247489929,0.0012942934408783913
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.15,0.16175806522369385,0.3167330026626587,2,0,1.6120553016662598,0.006464105099439621
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.15,0.6915647983551025,0.6915647983551025,1,1,1.1026524305343628,0.026634061709046364
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.15,0.4602782428264618,0.4602782428264618,2,1,1.4664301872253418,0.008121638558804989
