path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.23004695773124695,0.5311076045036316,3,0,1.3068091869354248
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.07202976942062378,0.5995078086853027,3,0,1.2751531600952148
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.04235031083226204,0.4455122947692871,2,0,1.1661150455474854
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.1115480288863182,0.3628547489643097,3,0,1.4871269464492798
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.7821547985076904,0.7821547985076904,2,1,0.8473697900772095
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.7628644108772278,0.7628644108772278,2,1,0.8380417823791504
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.03456858918070793,0.8485221862792969,2,0,0.629420280456543
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.43694868683815,0.43694868683815,1,1,1.3972229957580566
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.21871082484722137,0.5846979022026062,2,0,1.2162494659423828
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.10460768640041351,0.561273992061615,2,0,1.2427875995635986
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.17120592296123505,0.35360708832740784,3,0,1.4832079410552979
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.9400167465209961,0.9400167465209961,4,1,0.28010836243629456
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.3083096742630005,0.5863808393478394,2,0,1.0358870029449463
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.15,0.014549163170158863,0.5745365023612976,2,0,1.0959264039993286
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.15,0.29313552379608154,0.3937104642391205,3,0,1.470935344696045
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.15,0.351693332195282,0.351693332195282,2,1,1.53738534450531
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.15,0.5264638066291809,0.5264638066291809,3,1,1.3779277801513672
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.15,0.10332588106393814,0.5748202800750732,2,0,1.1167649030685425
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.15,0.10091758519411087,0.7056848406791687,2,0,1.0091674327850342
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.15,0.29313310980796814,0.5444748401641846,2,0,1.1554821729660034
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.15,0.5385668277740479,0.5385668277740479,3,1,1.3703956604003906
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.15,0.6545350551605225,0.6545350551605225,1,1,1.1425280570983887
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.15,0.3560412526130676,0.3560412526130676,2,1,1.38313627243042
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.15,0.024709580466151237,0.8541219234466553,2,0,0.6372195482254028
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.15,0.00797195639461279,0.5349327325820923,2,0,1.0612424612045288
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.15,0.1421535313129425,0.4522356688976288,3,0,1.2438019514083862
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.15,0.8692125082015991,0.8692125082015991,2,1,0.5780657529830933
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.15,0.1455729901790619,0.4143725335597992,2,0,1.2882568836212158
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.15,0.6758188605308533,0.6758188605308533,3,1,0.9627906084060669
