path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.28021883964538574,0.28021883964538574,4,1,1.5851631164550781
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.26649209856987,0.26649209856987,0,1,1.6597154140472412
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.1355622261762619,0.31315580010414124,2,0,1.65004301071167
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.10945595800876617,0.34003743529319763,2,0,1.6646502017974854
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.45991018414497375,0.45991018414497375,2,1,1.459438681602478
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.5926106572151184,0.5926106572151184,2,1,1.2383002042770386
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.224538192152977,0.551314115524292,2,0,1.2982271909713745
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.2663300335407257,0.26904991269111633,2,0,1.697567343711853
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.10845030099153519,0.3650059700012207,2,0,1.6468836069107056
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.3004682958126068,0.32247692346572876,2,0,1.58589768409729
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.21139167249202728,0.2774107754230499,0,0,1.6929309368133545
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.7461449503898621,0.7461449503898621,4,1,0.8423095941543579
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.1136569008231163,0.4297908544540405,2,0,1.51643967628479
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.15,0.05196914076805115,0.43571561574935913,2,0,1.536430835723877
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.15,0.19912120699882507,0.2395627498626709,0,0,1.6890842914581299
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.15,0.4283909797668457,0.4283909797668457,2,1,1.5396289825439453
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.15,0.33779045939445496,0.33779045939445496,3,1,1.6537253856658936
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.15,0.19730406999588013,0.4683639407157898,2,0,1.4269979000091553
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.15,0.2610779404640198,0.4238714575767517,2,0,1.4624700546264648
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.15,0.6051743030548096,0.6051743030548096,0,1,1.1418274641036987
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.15,0.2556769549846649,0.28792333602905273,2,0,1.637237310409546
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.15,0.4200153052806854,0.4200153052806854,1,1,1.5890424251556396
