path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.00028230861062183976,0.8287714123725891,3,0,0.4615110754966736
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.00020972028141841292,0.7898093461990356,3,0,0.5225986838340759
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.00042501429561525583,0.5126731991767883,2,0,0.8263028860092163
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.003090687096118927,0.5030003190040588,3,0,0.7401982545852661
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.9278852939605713,0.9278852939605713,2,1,0.31242114305496216
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.9067123532295227,0.9067123532295227,2,1,0.3785957396030426
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.0066438824869692326,0.9233077168464661,2,0,0.3072458505630493
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.024036075919866562,0.5037671327590942,3,0,0.7983659505844116
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.27867844700813293,0.7042734026908875,2,0,0.692199170589447
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.07186771929264069,0.7033184170722961,2,0,0.8461391925811768
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.0002341121289646253,0.5507893562316895,2,0,0.7337964773178101
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.07845426350831985,0.853463888168335,2,0,0.5204578638076782
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.3226877450942993,0.6622841954231262,2,0,0.7136077880859375
