path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.24907636642456055,0.33200666308403015,3,0,1.6092157363891602
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.18124407529830933,0.30125778913497925,3,0,1.7074592113494873
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.18260245025157928,0.2897288203239441,3,0,1.679762363433838
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.21450528502464294,0.22972828149795532,3,0,1.7299870252609253
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.32431265711784363,0.32431265711784363,2,1,1.6518900394439697
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.40956273674964905,0.40956273674964905,2,1,1.5726957321166992
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.15018817782402039,0.49211961030960083,2,0,1.4938007593154907
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.3782312572002411,0.3782312572002411,1,1,1.6047897338867188
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.14826302230358124,0.33299490809440613,1,0,1.6562023162841797
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.25822684168815613,0.25822684168815613,0,1,1.7191025018692017
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.30364638566970825,0.30364638566970825,5,1,1.7046267986297607
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.7831659317016602,0.7831659317016602,4,1,0.8055192828178406
