path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.3299507200717926,0.3794748783111572,3,0,1.4469857215881348
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.2296331375837326,0.41121968626976013,3,0,1.5175716876983643
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.15948820114135742,0.3128831386566162,3,0,1.5330440998077393
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.2100188136100769,0.23153173923492432,3,0,1.7192606925964355
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.4811190962791443,0.4811190962791443,2,1,1.3615585565567017
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.5591830611228943,0.5591830611228943,2,1,1.3084256649017334
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.1621977984905243,0.6135104298591614,2,0,1.2275298833847046
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.5571661591529846,0.5571661591529846,1,1,1.3137798309326172
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.11509843915700912,0.34893497824668884,1,0,1.591486930847168
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.2842257022857666,0.2842257022857666,0,1,1.6590394973754883
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.37117117643356323,0.37117117643356323,5,1,1.6102969646453857
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.9169822931289673,0.9169822931289673,4,1,0.36045169830322266
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.26097965240478516,0.42309173941612244,2,0,1.5039393901824951
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.15,0.09608179330825806,0.40007326006889343,2,0,1.5776797533035278
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.15,0.26760703325271606,0.3245352804660797,3,0,1.5449490547180176
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.15,0.37482112646102905,0.37482112646102905,2,1,1.4538240432739258
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.15,0.480827659368515,0.480827659368515,3,1,1.4910725355148315
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.15,0.16589726507663727,0.44328513741493225,2,0,1.4748739004135132
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.15,0.40191131830215454,0.4109208881855011,2,0,1.2989017963409424
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.15,0.6663758158683777,0.6663758158683777,0,1,0.9963476657867432
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.15,0.4165112376213074,0.4165112376213074,3,1,1.5387170314788818
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.15,0.5651818513870239,0.5651818513870239,1,1,1.3489530086517334
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.15,0.36011970043182373,0.36011970043182373,2,1,1.459083080291748
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.15,0.0325612835586071,0.8320217728614807,2,0,0.6803585290908813
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.15,0.06061706319451332,0.38693004846572876,2,0,1.5398280620574951
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.15,0.4156349003314972,0.4156349003314972,5,1,1.4253499507904053
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.15,0.7237568497657776,0.7237568497657776,2,1,0.9801666140556335
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.15,0.45122429728507996,0.45122429728507996,5,1,1.4306029081344604
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.15,0.5333241820335388,0.5333241820335388,3,1,1.2523772716522217
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.15,0.2297816425561905,0.3786582350730896,2,0,1.5002281665802002
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.15,0.29366835951805115,0.29366835951805115,2,1,1.583349585533142
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.15,0.3009583055973053,0.40843549370765686,2,0,1.4107661247253418
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.30,0.3429930508136749,0.3982469141483307,3,0,1.4130494594573975
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.30,0.26880645751953125,0.4328148663043976,3,0,1.4641749858856201
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.30,0.19908879697322845,0.31359919905662537,3,0,1.6017316579818726
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.30,0.6497199535369873,0.6497199535369873,1,1,1.0384318828582764
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.30,0.3662514388561249,0.4269416630268097,0,0,1.2724426984786987
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.30,0.8133452534675598,0.8133452534675598,2,1,0.7026945352554321
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.30,0.09090008586645126,0.7687942981719971,2,0,0.853813886642456
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.30,0.5719667673110962,0.5719667673110962,1,1,1.244777798652649
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.30,0.22940286993980408,0.31641000509262085,1,0,1.625373363494873
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.30,0.1983628273010254,0.3378751873970032,3,0,1.6437339782714844
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.30,0.5800114274024963,0.5800114274024963,5,1,1.2080357074737549
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.30,0.9592929482460022,0.9592929482460022,4,1,0.21660743653774261
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.30,0.45305612683296204,0.45305612683296204,3,1,1.3450592756271362
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.30,0.283113569021225,0.4005192518234253,2,0,1.496139407157898
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.30,0.3478693664073944,0.35282009840011597,3,0,1.4058619737625122
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.30,0.3422871232032776,0.3422871232032776,2,1,1.5369112491607666
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.30,0.804796576499939,0.804796576499939,3,1,0.7733864784240723
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.30,0.1476195901632309,0.5337292551994324,2,0,1.34749174118042
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.30,0.569208025932312,0.569208025932312,0,1,1.105355143547058
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.30,0.7960377335548401,0.7960377335548401,0,1,0.6485109329223633
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.30,0.6044734716415405,0.6044734716415405,3,1,1.2128387689590454
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.30,0.5323694944381714,0.5323694944381714,1,1,1.3899210691452026
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.30,0.15603232383728027,0.5500372648239136,5,0,1.2548019886016846
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.30,0.09202481061220169,0.7620482444763184,2,0,0.8938879370689392
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.30,0.0409923791885376,0.5509592294692993,2,0,1.330458164215088
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.30,0.6238165497779846,0.6238165497779846,5,1,1.0325706005096436
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.30,0.6453927755355835,0.6453927755355835,2,1,1.1279281377792358
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.30,0.595513641834259,0.595513641834259,5,1,1.146211862564087
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.30,0.6945628523826599,0.6945628523826599,3,1,0.9364092350006104
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.30,0.12464741617441177,0.3934161365032196,1,0,1.4247705936431885
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.30,0.24618259072303772,0.4918561279773712,3,0,1.3176803588867188
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.30,0.1813451200723648,0.25968945026397705,4,0,1.6638602018356323
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.50,0.7142825126647949,0.7142825126647949,4,1,0.8932589292526245
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.50,0.47771039605140686,0.47771039605140686,0,1,1.413709044456482
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.50,0.2676139771938324,0.2707367241382599,3,0,1.6130075454711914
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.50,0.7223922610282898,0.7223922610282898,1,1,0.943138599395752
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.50,0.18965987861156464,0.5965949892997742,0,0,1.1918600797653198
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.50,0.5361124873161316,0.5361124873161316,2,1,1.2241002321243286
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.50,0.11841455847024918,0.749016523361206,2,0,0.8895736932754517
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.50,0.4432137906551361,0.4432137906551361,1,1,1.19313645362854
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.50,0.7212494015693665,0.7212494015693665,3,1,0.9895061254501343
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.50,0.2740904688835144,0.2740904688835144,0,1,1.6862013339996338
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.50,0.7210536003112793,0.7210536003112793,5,1,0.979246199131012
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.50,0.9732783436775208,0.9732783436775208,4,1,0.15437710285186768
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.50,0.30826079845428467,0.5436539649963379,4,0,1.1170662641525269
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.50,0.34399446845054626,0.3551862835884094,2,0,1.4928386211395264
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.50,0.3090079724788666,0.32787811756134033,0,0,1.4451326131820679
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.50,0.25856924057006836,0.4508872628211975,1,0,1.3906047344207764
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.50,0.9307553172111511,0.9307553172111511,3,1,0.33492225408554077
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.50,0.8477901220321655,0.8477901220321655,4,1,0.6135552525520325
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.50,0.5347691774368286,0.5347691774368286,0,1,1.247851848602295
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.50,0.8713811635971069,0.8713811635971069,0,1,0.4786495566368103
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.50,0.6634440422058105,0.6634440422058105,3,1,1.0418360233306885
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.50,0.544013500213623,0.544013500213623,1,1,1.3393256664276123
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.50,0.14972320199012756,0.6097269654273987,5,0,1.190136194229126
