path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.15,0.1475173979997635,0.773429274559021,3,0,0.7636415362358093
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.15,0.1357918083667755,0.5516262650489807,3,0,1.3108426332473755
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.15,0.12465203553438187,0.3268839716911316,2,0,1.582071304321289
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.15,0.09361951053142548,0.32619738578796387,3,0,1.6018974781036377
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.15,0.4530717432498932,0.4530717432498932,2,1,1.391084909439087
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.15,0.4966883361339569,0.4966883361339569,2,1,1.3001776933670044
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.15,0.21934263408184052,0.5773826837539673,2,0,1.2320749759674072
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.15,0.2299499660730362,0.24157993495464325,3,0,1.70601487159729
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.15,0.0832931250333786,0.356499582529068,2,0,1.63832688331604
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.15,0.38010573387145996,0.38010573387145996,0,1,1.5149085521697998
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.15,0.12172527611255646,0.3451464772224426,0,0,1.653502106666565
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.15,0.8500705361366272,0.8500705361366272,4,1,0.6005672812461853
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.15,0.11884131282567978,0.43083861470222473,2,0,1.4900143146514893
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.15,0.04583732783794403,0.416262686252594,2,0,1.5280805826187134
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.15,3.749366442207247e-05,0.9967333078384399,3,0,0.02584848925471306
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.15,0.03936357796192169,0.8685368895530701,3,0,0.5557005405426025
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.15,0.8004132509231567,0.8004132509231567,3,1,0.7847137451171875
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.15,0.2671775221824646,0.35759255290031433,2,0,1.4623665809631348
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.15,0.3044104278087616,0.35235080122947693,2,0,1.4961097240447998
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.15,0.6235875487327576,0.6235875487327576,0,1,1.0931905508041382
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.15,0.628626823425293,0.628626823425293,3,1,1.1636439561843872
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.15,0.029355451464653015,0.9529484510421753,3,0,0.23638391494750977
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.15,0.2580707371234894,0.42010781168937683,3,0,1.4611239433288574
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.15,0.1598615199327469,0.40302184224128723,3,0,1.3193917274475098
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.15,0.03578388690948486,0.41040536761283875,2,0,1.5053648948669434
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.15,0.24184805154800415,0.29091382026672363,2,0,1.6447833776474
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.15,0.600984513759613,0.600984513759613,2,1,1.203057885169983
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.15,0.25966840982437134,0.2724893391132355,2,0,1.5810353755950928
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.15,0.23187237977981567,0.23494137823581696,2,0,1.6521596908569336
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.15,0.10196352005004883,0.4690112769603729,2,0,1.5344610214233398
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.15,0.3399037718772888,0.3399037718772888,2,1,1.6258220672607422
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.15,0.3153054714202881,0.3757144510746002,2,0,1.3656458854675293
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.30,0.27481809258461,0.5333890318870544,3,0,1.2006781101226807
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.30,0.3850494921207428,0.3850494921207428,0,1,1.5319790840148926
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.30,0.18456777930259705,0.2879914939403534,0,0,1.6322803497314453
